,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
1251,-0.58,0.34,14.2,0.042,0.9983,2.2,3.38,9.4,3,1.05,B,**,2.0,0.0,0.466192037389601,0.12311619452856204,3.67663266163959,21.566660754236345,11.087653363182714,9.40406918869189,1.3468123053762104,1.2511679766845738,1.8152968220271546,1.6281576887378693,1.6712221139600012,0.0011603327212733436,1.2701537649907306,0.1807873962548147,771
1252,-0.88,1.45,8.9,0.039,1.02714,3.93,0.61,10.4,3,6.86,R,*,1.0,0.0,0.8672968192457505,0.22030594739490406,2.3291577845994014,79.61693292190606,10.063144970243528,9.34569108035604,1.450423626495238,2.0418797940986515,1.1498484601020227,1.7125703457432762,1.6712221139600012,15.84549949449939,1.7325595892171686,0.5808640361680908,570
1253,0.4,-1.89,10.6,0.049,0.9981,4.28,0.59,5.6,2,3.19,M,**,2.0,0.0,0.757263868452141,0.5079333961477498,10.21244240794659,1.563967489968226,10.38635172103318,9.540991630736748,1.3460058068200302,2.1670403590249325,1.1429993359091777,1.256701430909038,1.3645593560288818,2.2132756054461273,1.618910287692171,3.095271329498693,398
1254,0.2,0.34,9.3,0.062,0.94613,2.75,-0.75,13.5,3,1.71,R,*,2.0,0.0,0.06907324120207903,0.21005429313818724,8.613207380731344,21.566660754236345,10.138734016606971,9.79790163083786,1.0544654869438435,1.5470085513757057,0.5259490886218586,1.951178195670646,1.6712221139600012,0.23269425394775947,0.48848378587122654,0.5279508337021589,343
1255,1.55,0.24,29.4,0.031,0.97539,3.34,0.09,17.2,1,5.27,R,*,3.0,0.0,0.5687959012907238,0.5759342962956802,22.049247411558206,19.172633809843806,14.301273102312813,9.190904743674523,1.2431436701612972,1.8114232735031741,0.9544796175843475,2.2023840153877967,0.9649150833430776,8.413458890353073,1.4030203580458356,3.9804039836110263,470
1256,0.18,-1.26,13.1,0.047,0.9952,2.74,1.91,15.2,2,2.56,R,***,2.0,6.666666666666667,0.12074371772703985,0.9548765202330058,8.460769414774614,3.2821984528410613,10.870936168720526,9.501769953591378,1.334145214160436,1.542136275309954,1.5170382974554324,2.0703854452226196,1.3645593560288818,1.1231041765811831,0.6461268755733907,10.948646857500439,470
1257,0.6,-0.52,64.7,0.048,0.96653,3.55,0.51,15.7,2,2.7,B,***,1.0,0.0,0.8157855400071778,0.4333981446461991,11.947778103612666,7.839948214193631,23.34007346873152,9.521370694222238,1.1950303606061508,1.8966625346238295,1.1151238677549737,2.104161532927348,1.3645593560288818,1.3337116311840431,1.680312554361158,2.2527827666699896,430
1258,0.2,0.38,4.7,0.34,0.994,3.37,0.58,12.6,2,2.77,R,**,2.0,0.0,0.26554594397674547,0.1967384930748617,8.613207380731344,22.605981020997355,9.2865359238589,16.108726469360338,1.3291434907809485,1.8238442299157733,1.1395571016703416,1.8850189904905081,1.3645593560288818,1.445798114826048,0.9585041223883078,0.46299431484087916,517
1259,1.9,0.17,9.9,-0.119,0.9932,4.04,0.45,9.8,2,1.45,M,Desc,1.0,6.666666666666667,0.013357813092754856,0.973771604546104,26.544913918931204,17.65675890256051,10.252647894861191,6.527982152189534,1.3257773734946576,2.0820268787837652,1.093695186496649,1.66243717213176,1.3645593560288818,0.09349707376380757,0.2138943557171861,11.38645745573091,180
1260,1.63,2.9,13.7,0.044,0.98255,3.78,1.42,7.0,3,6.7,B,***,2.0,0.0,0.48624868792771625,0.39432431013312086,23.040081147047452,438.5022434469692,10.988880393163553,9.443088907000726,1.2783055894288957,1.9858261750485178,1.3939247897954192,1.4050260168626878,1.6712221139600012,14.99205013003601,1.297196623407636,1.8644802803550606,544
1261,0.31,0.24,-57.3,0.037,0.9913,3.69,0.15,16.6,3,1.35,R,***,2.0,0.0,0.6879561510041156,0.10201090788342349,9.47594418797894,19.172633809843806,1.4499722529634111,9.30687332088374,1.3176784358156668,1.9514213025083824,0.9790700854683267,2.163630170200506,1.6712221139600012,0.0565705286244495,1.5430338855037837,0.12391790197931245,916
1262,-1.06,0.17,-12.8,0.213,0.99754,3.08,0.49,13.5,2,1.0,R,*,2.0,6.666666666666667,0.3844233668483903,0.5701192404683647,1.667661580302188,17.65675890256051,6.38630611769498,13.032075524947889,1.343739864954218,1.6999776320054076,1.1080318728082041,1.951178195670646,1.3645593560288818,1e-08,1.1533596838975784,3.900365856717376,586
1263,2.27,-1.12,-59.9,0.042,0.99304,3.68,0.07,9.6,3,3.73,R,*,2.0,0.0,0.7817145534031911,0.07244021558591329,31.750690881238217,3.8699594780752946,1.2697932481599183,9.40406918869189,1.3251010644223085,1.947561021760502,0.9461465582112987,1.6453867038908638,1.6712221139600012,3.4392283578048772,1.644843301947708,0.06224986410237844,575
1264,0.88,-1.01,-57.8,0.61,1.0739,3.46,0.62,3.1,3,5.44,M,*,2.0,0.0,0.40147130082825366,0.029329602992605674,14.605897200542572,4.404713444238153,1.4143944041065102,23.732036310392253,1.5821884576735137,1.8606096507922811,1.1532555107077276,0.935039658058049,1.6712221139600012,9.096694728054016,1.1786653560381126,0.01000725994397487,210
1265,0.36,0.32,10.05,0.045,1.00012,3.09,0.81,11.7,3,4.6,M,**,2.0,0.0,0.39122648781381497,0.05765330302357241,9.881707349027474,21.065059055830158,10.281225797307695,9.462629059980623,1.3540857204620578,1.704398754904912,1.2158770180782938,1.8164517163302607,1.6712221139600012,5.980388554268354,1.163524119556024,0.03929653479434522,856
1266,-0.07,-0.58,11.0,0.538,0.9976,4.3,1.89,10.7,3,1.56,R,**,2.0,6.666666666666667,0.9236877424818026,0.6369333377639596,6.670129779320896,7.3055432530551085,10.46314280047048,21.555197427435235,1.3439831931254627,2.1739747584662314,1.5122990563008447,1.7370944441901097,1.6712221139600012,0.14477489052371956,1.7880063341492558,4.868979630056243,339
1267,0.26,0.51,2.2,-0.065,1.02925,3.37,0.06,13.0,2,1.06,M,**,2.0,0.0,0.8441077766728671,0.8222316143754355,9.078687318708582,26.34236887160916,8.839073085805326,7.434286554694367,1.4571824035781908,1.8238442299157733,0.9419538430748556,1.9147053262575566,1.3645593560288818,0.001669244463102501,1.7092369899193127,8.116794552373705,385
1268,0.5,0.26,-44.1,0.581,0.9955,3.54,0.53,10.9,3,4.6,MM,*,1.0,6.666666666666667,0.7697801704938032,0.8381450335673961,11.063097672223275,19.629173032280775,2.5490625076944355,22.842661849076634,1.335386896231205,1.8926905726618357,1.122165920292877,1.753253277190933,1.6712221139600012,5.980388554268354,1.6322368685620698,8.4342040673793,228
1269,-0.65,0.51,51.3,0.039,0.96355,3.06,-1.12,9.5,3,2.29,R,*,3.0,0.0,0.83897881153515,0.16022452277206756,3.334831597471149,26.34236887160916,19.649540133240603,9.34569108035604,1.177460285577832,1.691100711522915,0.2572132482104996,1.636794865695925,1.6712221139600012,0.7680109649424475,1.7040353757645836,0.3067434448631946,483
1270,1.57,0.29,4.2,0.043,0.9902,3.77,1.77,12.5,2,1.23,R,**,2.0,0.0,0.9766292917990101,0.07279407323244169,22.294914335403764,20.334445877429346,9.196159508399761,9.423568949904483,1.3129204618669494,1.9820329036383642,1.4833820253192767,1.8775240668331135,1.3645593560288818,0.024439951150497304,1.8385402230109764,0.06286354628659055,471
1271,0.25,-1.25,35.8,0.039,0.95869,3.01,-0.29,11.0,3,4.97,B,***,3.0,6.666666666666667,0.6695373834597687,0.5010223125436737,9.00025669986789,3.3210464457388347,15.77655927693361,9.34569108035604,1.1469959103786576,1.6687018261210722,0.7828958702390423,1.7612771011266364,1.6712221139600012,7.272807679957888,1.5222334927663919,3.011536264164741,1161
1272,0.36,0.3,-44.2,0.044,0.96593,4.25,0.51,7.5,2,3.68,B,*,1.0,0.0,0.6492266827156477,0.1788264652009235,9.881707349027474,20.57512370979586,2.539578225689281,9.443088907000726,1.1915548855835665,2.1565969531729388,1.1151238677549737,1.4543376406194444,1.3645593560288818,3.3144096201669977,1.4989619369039706,0.38234003161828056,474
1273,0.25,0.3,7.8,-0.218,1.02596,4.05,0.35,6.9,3,4.28,M,**,2.0,6.666666666666667,0.8201642289020952,0.6730959302134458,9.00025669986789,20.57512370979586,9.856733441693953,5.019377605780123,1.4466022588575735,2.08563829327637,1.056927593302045,1.3949545279645246,1.6712221139600012,4.964500430487525,1.6848167957690867,5.437994763279144,224
1274,-1.11,1.35,14.95,0.269,0.97872,3.04,1.81,2.3,3,2.5,B,***,1.0,0.0,0.6528097428255093,0.02392010923969834,1.5034771057538803,70.77898230836499,11.236641425569344,14.348559595544794,1.259863553505136,1.6821769477994597,1.4931142425095296,0.8054187596293678,1.6712221139600012,1.038380782845733,1.503093503117398,0.0066067267980580635,527
1275,1.46,0.39,22.1,0.024,1.02159,3.17,-1.94,16.5,3,1.26,B,***,3.0,0.0,0.28394041720179064,0.8808326517757488,20.96058871197403,22.873544668585676,12.706918432706768,9.056526982970002,1.4321798147515292,1.73936323030672,-0.892525499627191,2.1571035071200386,1.6712221139600012,0.031226783129900126,0.9911633670886617,9.315720612992472,436
1276,0.52,-0.55,29.6,0.054,1.03107,3.39,0.26,9.4,4,1.4,M,Desc,3.0,0.0,0.9185673755753544,0.9602880864499043,11.237311745132136,7.568030178355775,14.34627982393767,9.639399251564107,1.4629376283155509,1.8320780845265476,1.022639732108377,1.6281576887378693,1.9297524380738358,0.07388027120423477,1.783042873548416,11.073159087902487,399
1277,0.26,-0.14,3.2,0.368,0.96871,3.03,0.32,11.3,4,1.0,B,**,3.0,0.0,0.9265777735483408,0.9271666080623487,9.078687318708582,12.260198048925364,9.01673244925412,16.830868280538326,1.2074092651130341,1.6776972662865026,1.0456284329592842,1.7851321928277326,1.9297524380738358,1e-08,1.7908017307671484,10.322113998921232,1126
1278,0.995,-1.02,12.6,0.034,0.9964,5.26,0.63,6.5,1,6.43,M,**,3.0,0.0,0.7266865864941389,0.2156254655847899,15.774904347586379,4.353189239625463,10.773135431334634,9.24879815080269,1.3390913073963675,2.484165498735474,1.1566509927232225,1.3539195852042054,0.9649150833430776,13.605424260234717,1.5858825944636292,0.5563926273617454,534
1279,0.71,0.29,-28.4,-0.305,0.97082,2.49,0.88,5.6,2,3.14,MB,****,3.0,0.0,0.1925579070181983,0.3643723680738562,12.960225646156177,20.334445877429346,4.257342079783505,3.857039111151371,1.2190385843193094,1.4148869677678557,1.237994174847528,1.256701430909038,1.3645593560288818,2.1133731155899524,0.8161331625328245,1.5916785477310662,702
1280,0.31,0.49,3.95,-0.081,1.01859,3.08,1.2,7.4,3,5.13,R,**,3.0,0.0,0.01928158763514709,0.976648307042046,9.47594418797894,25.729692801047534,9.151137022141771,7.159612368284507,1.4220206729702736,1.6999776320054076,1.3333017186006093,1.4446099819502258,1.6712221139600012,7.870819363459207,0.25740366938118947,11.453865216500674,698
1281,0.03,-1.21,9.8,0.039,1.03176,3.11,0.75,8.7,2,2.06,R,**,3.0,0.0,0.5847821746589819,0.9959605931069653,7.3608667581678535,3.4810911980184844,10.233618056093066,9.34569108035604,1.4651019048064082,1.7132067734301126,1.196522154506098,1.5663644686311475,1.3645593560288818,0.5185865345630798,1.422604836585241,11.911547272112054,999
1282,-0.19,-0.72,-35.6,0.467,0.9532,3.15,0.56,13.7,6,1.5,B,*,2.0,6.666666666666667,0.6859188132461116,0.19073406766055656,5.886158625293323,6.19599323925386,3.4198357558522794,19.51111682121939,1.109376316907921,1.7306883353560871,1.132636881020674,1.9655778532546502,2.363443823825282,0.11542093630316781,1.5407469239481657,0.4350981885911317,471
1283,-0.84,-0.96,2.9,0.03,0.9902,3.37,-0.14,10.9,2,1.12,B,**,3.0,0.0,0.3841380724887822,0.6459874303738283,2.491128014639486,4.671627697362036,8.963249032171312,9.171647333065774,1.3129204618669494,1.8238442299157733,0.8541818089324494,1.753253277190933,1.3645593560288818,0.006660645297098938,1.15293147234145,5.008494777797925,898
1284,0.5,-0.62,45.1,0.269,0.98426,3.18,0.4,3.6,2,2.13,R,***,3.0,6.666666666666667,0.3192788142582854,0.158108341481334,11.063097672223275,6.969667576810541,18.04938512377772,14.348559595544794,1.2862879432039924,1.7436844936357407,1.0754803623705662,1.0076204776615127,1.3645593560288818,0.5893305033672936,1.0510627504604664,0.2986704677540736,546
1285,0.93,-0.07,1.7,-0.003,0.99207,3.13,1.31,18.5,2,3.24,R,*,3.0,0.0,0.3419637699683977,0.23572689797046098,15.108632087862324,13.312765322639146,8.750906289967247,8.547482673706641,1.320978602716704,1.7219697387968875,1.3640725784625838,2.284096101278486,1.3645593560288818,2.315485155282091,1.0877773627724625,0.6652168085195729,566
1286,0.69,2.1,-38.7,0.219,0.97167,3.76,0.36,15.2,2,1.76,B,**,3.0,6.666666666666667,0.06597025565307768,0.2400512661500135,12.773082009744485,171.06563915897317,3.0874640170709324,13.17009800710668,1.2236307552392747,1.9782323586228245,1.060665785740293,2.0703854452226196,1.3645593560288818,0.2666148283820144,0.47736260191223595,0.6898974771197421,821
1287,-1.0,0.24,72.6,-0.175,1.00236,3.34,-0.64,11.6,1,1.0,R,**,2.0,0.0,0.0850736009345826,0.9819605328343577,1.8759112549073513,19.172633809843806,25.66456073651242,5.650314241614943,1.362879707649191,1.8114232735031741,0.5936633930644925,1.808672680389365,0.9649150833430776,1e-08,0.5422209574308393,11.578865774150268,482
1288,0.57,-0.12,-37.1,-0.074,1.01407,3.15,0.51,10.4,4,6.77,R,Desc,3.0,0.0,0.6700004855732864,0.16195185465275708,11.678801331649014,12.552138182956707,3.256889486121864,7.279146154503737,1.4062903293774756,1.7306883353560871,1.1151238677549737,1.7125703457432762,1.9297524380738358,15.362527331414206,1.5227599580422595,0.3134128082194401,430
1289,-0.54,0.39,6.2,-0.078,0.9928,3.21,0.35,12.2,3,2.4,MM,*,3.0,0.0,0.3183089882110107,0.510686171214774,3.879433092214923,22.873544668585676,9.56031671378158,7.210719958505113,1.3240846550555123,1.7565845019679054,1.056927593302045,1.8548575963185563,1.6712221139600012,0.9045577185553026,1.0494644999364107,3.1289438590209038,325
1290,-1.11,-2.27,6.2,-0.264,1.06762,3.22,0.56,11.0,2,1.78,B,****,1.0,0.0,0.8226550081747281,0.8661904131133606,1.5034771057538803,1.0001000050001667,9.56031671378158,4.38576310872569,1.5663461689581926,1.7608635037834521,1.132636881020674,1.7612771011266364,1.3645593560288818,0.28082903495005684,1.6873736294793054,9.008416562582118,896
1291,0.27,0.28,26.45,-0.923,1.02343,4.05,0.3,9.8,3,4.65,R,**,2.0,0.0,0.9056483408155183,0.30751495717509214,9.157458189220398,20.096583377782547,13.64563711447767,1e-08,1.4383053581110217,2.08563829327637,1.0380241018724061,1.66243717213176,1.6712221139600012,6.147657195534325,1.7704578803163948,1.133149280337247,259
1292,0.29,0.2,7.7,0.046,0.99582,3.84,0.52,6.8,3,1.72,R,*,3.0,0.0,0.6687924257341756,0.6620109883688304,9.316020685257413,18.291163243835214,9.838074819022166,9.482189408844174,1.3367075505490211,2.0084353601557696,1.1186510928241102,1.3848097927572685,1.6712221139600012,0.23929380403622752,1.521386225221383,5.260232876083709,554
1293,0.19,-1.1,13.5,0.189,0.99546,3.35,0.63,6.4,2,2.39,M,*,1.0,0.0,0.13686413683649057,0.45793607652455237,8.536818271917417,3.9621110472601155,10.949494943854672,12.487256114427963,1.3352215386780062,1.8155730341111747,1.1566509927232225,1.3434650238198342,1.3645593560288818,0.8916829653218131,0.6879554468419223,2.515394172803885,594
1294,-0.17,0.22,51.5,0.06,0.99018,3.25,0.53,13.0,2,4.78,B,***,1.0,6.666666666666667,0.10815917896657867,0.12528611478362084,6.013417967586646,18.726712867722608,19.70228936201764,9.7581548607175,1.3128334732117448,1.773638570330675,1.122165920292877,1.9147053262575566,1.3645593560288818,6.59335270353125,0.6114875749207976,0.1872414460211055,1041
1295,0.3,0.29,7.45,0.054,1.02541,3.16,0.38,16.8,3,1.09,R,***,3.0,6.666666666666667,0.305068619539684,0.2422996067173483,9.395812310782611,20.334445877429346,9.791505599029435,9.639399251564107,1.4448107174833924,1.7350312044860536,1.068100507764651,2.1766247860728023,1.6712221139600012,0.0037496740837389777,1.0273960375376825,0.7029071617233296,792
1296,0.1,-0.06,6.0,0.039,0.99511,2.69,0.55,10.5,2,4.89,B,**,3.0,0.0,0.7125368892619749,0.4964889993741227,7.864627617792783,13.47033477498471,9.523582808017967,9.34569108035604,1.3337720326363063,1.5175402662247053,1.129158728903081,1.72078388012311,1.3645593560288818,6.982660948529615,1.570363886252298,2.957233996545122,971
1297,0.36,0.59,13.6,0.051,0.99886,2.96,-0.11,8.7,4,2.29,MB,*,1.0,0.0,0.3615264747040273,0.018843087804041647,9.881707349027474,28.942479236525386,10.969178830030629,9.58029409141673,1.3490628265503133,1.6459981629656495,0.8678488698809059,1.5663644686311475,1.9297524380738358,0.7680109649424475,1.1184713816576997,0.004055132787163038,715
1298,0.16,1.74,-40.1,0.045,0.9958,3.21,2.58,10.0,2,3.14,B,*,2.0,6.666666666666667,0.8659474010488136,0.7410157214743336,8.309692455502395,111.99502177821729,2.942928892614745,9.462629059980623,1.3366251242742884,1.7565845019679054,1.664068510088788,1.6793145319534526,1.3645593560288818,2.1133731155899524,1.7312110090378179,6.59167784324183,773
1299,1.07,-0.6,-11.8,-0.923,0.98428,3.81,1.49,10.2,3,1.95,B,****,1.0,0.0,0.8564048550417944,0.6114051056781596,16.561543244617532,7.1356294706077055,6.537450045691078,1e-08,1.2863804286232807,1.9971627616986884,1.4124679116813517,1.696023951238497,1.6712221139600012,0.41655339824784415,1.7216442414915016,4.486224733103156,840
1300,0.58,0.27,12.15,0.033,0.94709,2.99,-1.53,8.4,4,2.37,R,**,1.0,0.0,0.022730915335457902,0.8259094502853491,11.768120003965773,19.861503278456823,10.685492612642532,9.229480152542981,1.0624336693475451,1.6596576308667998,-0.1607905146364902,1.5391223894392663,1.9297524380738358,0.866210306052408,0.2796371025418975,8.189611874444212,779
1301,0.68,0.47,1.4,0.037,0.99022,3.29,3.38,12.0,2,5.2,R,**,1.0,0.0,0.10589906118652004,0.28332725584892693,12.68002056904533,25.131266472764896,8.69821833594802,9.30687332088374,1.3130074332350692,1.7905302130306116,1.8152968220271546,1.8395914646127416,1.3645593560288818,8.139878208125948,0.6050565150890999,0.9616488521030844,726
1302,0.27,0.46,31.0,-0.253,0.98444,3.25,0.67,9.4,2,2.04,R,*,2.0,0.0,0.5382729417144952,0.021887926386317202,9.157458189220398,24.837293088954297,14.663306694492123,4.53339191128759,1.287119594847765,1.773638570330675,1.170118788987635,1.6281576887378693,1.3645593560288818,0.49920451364031343,1.3648469702994062,0.00551102373639774,490
1303,0.21,1.92,1.2,0.03,0.99192,3.19,-1.09,10.5,3,1.26,B,*,3.0,0.0,0.9450534300578954,0.17490356088292314,8.689936741216398,138.41423331115135,8.663181418053378,9.171647333065774,1.3203376518808265,1.7479950742918102,0.2819039749373562,1.72078388012311,1.6712221139600012,0.031226783129900126,1.808570300592247,0.36570555260552745,466
1304,0.6,2.06,14.4,-0.923,1.00872,4.19,2.12,7.3,9,1.51,R,*,3.0,0.0,0.7545015661496042,0.14746959547226635,11.947778103612666,163.2008185365368,11.127286289889154,1e-08,1.3869618701250623,2.135556934389386,1.565489643324458,1.434816373957982,2.894607065314186,0.1200825560086144,1.6159543557965537,0.25971598039425187,533
1305,-0.3,1.14,9.6,0.385,0.99444,3.9,0.76,9.5,3,2.05,B,***,3.0,6.666666666666667,0.8087412503640351,0.35527350619969333,5.210560237165622,55.28304322765727,10.195611409427725,17.27703644853669,1.3309840076721269,2.0307928487022613,1.1997740917614503,1.636794865695925,1.6712221139600012,0.5088493829021006,1.6730408332710829,1.5130771458387682,946
1306,0.27,0.19,1.7,-0.183,0.9898,2.3,0.47,12.6,1,3.17,R,*,1.0,0.0,0.7657280677893508,0.10154503802529113,9.157458189220398,18.07720207484877,8.750906289967247,5.530103257748145,1.3111773935154225,1.309936246505144,1.100889222004193,1.8850189904905081,0.9649150833430776,2.173037762306083,1.6279343835867992,0.12278337854271316,915
